the,1790-01-08 00:00:00,844.9312764266047
of,1790-01-08 00:00:00,546.4762607002547
to,1790-01-08 00:00:00,341.28483703353805
and,1790-01-08 00:00:00,340.4783575469198
in,1790-01-08 00:00:00,216.22867149786282
a,1790-01-08 00:00:00,157.0561194511331
that,1790-01-08 00:00:00,122.9420371671832
be,1790-01-08 00:00:00,104.974826318882
for,1790-01-08 00:00:00,104.93450234455108
our,1790-01-08 00:00:00,96.86970747836907
is,1790-01-08 00:00:00,95.13577658213994
it,1790-01-08 00:00:00,87.23227761328157
by,1790-01-08 00:00:00,84.57665587520306
which,1790-01-08 00:00:00,69.66830650828946
as,1790-01-08 00:00:00,68.51043238821619
we,1790-01-08 00:00:00,68.19360116133046
with,1790-01-08 00:00:00,67.84220652787539
have,1790-01-08 00:00:00,67.2143046418655
this,1790-01-08 00:00:00,67.20278350634239
on,1790-01-08 00:00:00,52.55365968869892
i,1790-01-08 00:00:00,52.3750820880906
not,1790-01-08 00:00:00,52.24258902957475
will,1790-01-08 00:00:00,51.3324193232485
has,1790-01-08 00:00:00,51.09047547726304
are,1790-01-08 00:00:00,50.05933384794405
been,1790-01-08 00:00:00,49.69641807896586
their,1790-01-08 00:00:00,43.98193485949975
from,1790-01-08 00:00:00,42.19615885341659
government,1790-01-08 00:00:00,39.638466767284584
at,1790-01-08 00:00:00,38.87807182275885
all,1790-01-08 00:00:00,38.123437445994675
states,1790-01-08 00:00:00,36.810027996359324
an,1790-01-08 00:00:00,34.22353307141952
or,1790-01-08 00:00:00,33.5725889143634
its,1790-12-08 00:00:00,32.64513750475247
was,1790-01-08 00:00:00,32.276461168012716
but,1790-01-08 00:00:00,31.55062963005634
should,1790-01-08 00:00:00,29.19455741557888
they,1790-01-08 00:00:00,28.29590884477574
congress,1790-12-08 00:00:00,28.09428897312119
united,1790-01-08 00:00:00,27.11499245365623
can,1790-01-08 00:00:00,26.296991831514916
more,1790-12-08 00:00:00,24.540018664239547
these,1790-12-08 00:00:00,24.257750843923176
such,1790-01-08 00:00:00,23.134440130419254
upon,1791-10-25 00:00:00,22.644791870686774
people,1790-01-08 00:00:00,22.518059379932485
would,1790-01-08 00:00:00,21.383227530905447
year,1790-12-08 00:00:00,21.314100717766742
so,1790-01-08 00:00:00,21.00879062640414
them,1790-01-08 00:00:00,20.72076223832621
other,1790-01-08 00:00:00,20.496100095625426
no,1790-12-08 00:00:00,20.219592843070615
country,1790-01-08 00:00:00,19.332465407790593
may,1790-01-08 00:00:00,19.286380865698124
any,1790-01-08 00:00:00,18.543267624457066
great,1790-01-08 00:00:00,18.307084346233164
than,1790-01-08 00:00:00,18.278281507425373
made,1790-01-08 00:00:00,17.754069841123542
those,1790-01-08 00:00:00,17.702224731269514
there,1790-01-08 00:00:00,17.63309791813081
must,1791-10-25 00:00:00,17.546689401707432
were,1790-12-08 00:00:00,17.39115407214535
public,1790-01-08 00:00:00,17.379632936622233
who,1790-01-08 00:00:00,17.15497079392145
under,1790-12-08 00:00:00,17.10888625182898
now,1790-01-08 00:00:00,16.976393193313132
new,1790-01-08 00:00:00,16.3830547138726
if,1790-01-08 00:00:00,16.09502632579467
time,1790-12-08 00:00:00,16.05470235146376
one,1790-01-08 00:00:00,15.997096673848175
last,1790-01-08 00:00:00,14.948673341244513
american,1790-12-08 00:00:00,14.948673341244513
war,1790-01-08 00:00:00,14.551194165696971
world,1793-12-03 00:00:00,13.78503865340968
us,1790-12-08 00:00:00,13.652545594893832
his,1790-12-08 00:00:00,13.445165155477724
only,1790-01-08 00:00:00,13.30115096143876
had,1790-12-08 00:00:00,13.024643708883948
my,1790-01-08 00:00:00,12.926714056937453
years,1793-12-03 00:00:00,12.765418159613812
most,1790-01-08 00:00:00,12.719333617521343
every,1790-01-08 00:00:00,12.534995449151468
into,1790-01-08 00:00:00,12.350657280781594
you,1790-01-08 00:00:00,12.252727628835098
state,1790-01-08 00:00:00,12.160558544650161
law,1790-01-08 00:00:00,11.912854130903142
national,1790-01-08 00:00:00,11.791882207910412
some,1790-12-08 00:00:00,11.791882207910412
present,1790-01-08 00:00:00,11.75731880134106
between,1790-01-08 00:00:00,11.653628581633006
nation,1791-10-25 00:00:00,11.584501768494302
do,1790-12-08 00:00:00,11.561459497448068
when,1793-12-03 00:00:00,11.256149406085465
power,1791-10-25 00:00:00,11.10637464428494
shall,1790-01-08 00:00:00,10.795303985160777
citizens,1790-01-08 00:00:00,10.553360139175316
peace,1790-01-08 00:00:00,10.42086708065947
general,1790-01-08 00:00:00,10.41510651289791
own,1790-01-08 00:00:00,10.317176860951415
act,1790-12-08 00:00:00,10.242289480051154
nations,1790-01-08 00:00:00,10.155880963627775
make,1790-12-08 00:00:00,10.144359828104658
work,1790-01-08 00:00:00,10.121317557058424
without,1791-10-25 00:00:00,10.000345634065694
